ID;ТУ;ДАТА;ПРОЕКТ;ЗАДАЧА;СОДЕРЖАНИЕ;РЕЗУЛЬТАТ;МЕСТО;ОЧТЕТ;ИНФО
315;АЭР;05.05.17;Ростелеком;МНР;Подготовка Сущевки;ок;офис АЭР;;
316;АЭР;05.05.17;Си Айрлайд;МНР;подготовка к сдаче;ок;офис АЭР;;
317;АЭР;10.05.17;Си Айрлайд;Сдача работ;проезд;ок;командировка;;
318;АЭР;11.05.17;Си Айрлайд;Сдача работ;Комиссия;неокончено;командировка;;
319;АЭР;12.05.17; -; -; -;ок;офис АЭР;;
320;АЭР;12.05.17;УТСК;Сдача работ;Отправка метрологических документов;ок;командировка;;
321;КВБ;14.05.17;Компоненты;РД;Разработка чертежей;ок;офис АЭР;;
322;КВБ;14.05.17;Компоненты;РД;Изучение НТД;ок;офис АЭР;;
323;АЭР;16.05.17;Ростелеком;МНР;Сущевка;неокончено;командировка;;
324;АЭР;17.05.17;Ростелеком;МНР;Сущевка;ок;командировка;;
325;АЭР;19.05.17;Ростелеком;Техсопровождение;Брянская 3. консультация;неокончено;офис АЭР;;
326;АЭР;19.05.17;ЧаТЭЦ-18;Сдача работ;д/с ;неокончено;офис АЭР;;
327;АЭР;18.05.17; -; -; -;ок;офис АЭР;;
328;АЭР;22.05.17; -;Ревизия дел; -;неокончено;офис АЭР;;
329;АЭР;22.05.17;Ростелеком;МНР;подготовка;неокончено;офис АЭР;;
330;АЭР;22.05.17; -; -; -;ок;офис АЭР;;
331;КВБ;23.05.17;Компоненты;РД;Разработка чертежей;ок;офис АЭР;;
332;АЭР;23.05.17;УТСК;Техсопровождение; -;ок;дома;;
333;АЭР;23.05.17;Ростелеком;МНР;акты демонтажа ПУ;ок;офис АЭР;;
334;АЭР;23.05.17;Си Айрлайд;МНР;Исполнительная документация;неокончено;офис АЭР;;ПП ИК
335;КВБ;23.05.17;Компоненты;Выбор подрядчика; -;ок;офис АЭР;;
336;КВБ;23.05.17;Ростелеком;ПИР;Выбор технического решения;ок;офис АЭР;;
337;КВБ;23.05.17;Ростелеком;МНР;подготовка;ок;офис АЭР;;
338;АЭР;24.05.17;УТСК;Техсопровождение;ПНС-3 отключена;ок;офис АЭР;;
339;КВБ;24.05.17;Компоненты;Выбор подрядчика;переговоры с подрядчиком;ок;командировка;;
340;КВБ;24.05.17; -;Маркетинг;переговоры с Костей;ок;командировка;;
341;АЭР;24.05.17;Ростелеком;ППО;РУ-04 Дубовая роща, шины, ТТ;ок;командировка;;
342;АЭР;24.05.17;Ростелеком;ПИР;РУ-04 Дубовая роща, шины, ТТ;ок;офис АЭР;;
343;АЭР;25.05.17;Ростелеком;ПИР;РУ-04 Дубовая роща, шины, ТТ;ок;офис АЭР;;
344;АЭР;25.05.17;Ростелеком;Комплектация; -;ок;офис АЭР;;
345;АЭР;25.05.17; -;Ревизия дел; -;ок;офис АЭР;;
346;АЭР;25.05.17; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
347;АЭР;26.05.17; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
348;КВБ;27.05.17;Компоненты;ОКР;Подбор элементной базы;ок;командировка;;
349;КВБ;28.05.17;Компоненты;ОКР;Разработка номенклатуры;ок;командировка;;
350;АЭР;27.05.17; -;Стенд;Сборка;ок;офис АЭР;;
351;КВБ;29.05.17;Компоненты;ОКР;переговоры с подрядчиком;ок;командировка;;
352;АЭР;29.05.17;УТСК;Техсопровождение;ПНС-3 отключена;ок;офис АЭР;;
353;АЭР;29.05.17;Ростелеком;ПИР;Письма в сети;ок;офис АЭР;;
354;АЭР;29.05.17;Ростелеком;ПИР;Техническое задание;ок;офис АЭР;;
355;АЭР;30.05.17;Ростелеком;Комплектация;Переговоры с поставщиком;ок;командировка;;
356;АЭР;30.05.17;Ростелеком;ПИР;Техническое задание;ок;офис АЭР;;
357;АЭР;30.05.17; -;Техническое развитие;Подбор элементной базы;ок;офис АЭР;;
358;АЭР;30.05.17; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
359;АЭР;31.05.17;Ростелеком;МНР;сдаточная документация;ок;офис АЭР;;
360;АЭР;31.05.17; -;Стенд;Наладка ;ок;офис АЭР;;
361;АЭР;31.05.17;КамГЭС;Конкурс;подготовка заявки;неокончено;офис АЭР;;
362;АЭР;01.06.17;УТСК;Техсопровождение;ПНС-3 отключена;ок;офис АЭР;;
363;АЭР;01.06.17;Ростелеком;ПИР;Согласование ТЗ;неокончено;офис АЭР;;
364;АЭР;01.06.17; -;Стенд;Наладка ;ок;офис АЭР;;
365;АЭР;01.06.17; -;Стратегическое планирование; -;ок;офис АЭР;;
366;АЭР;01.06.17;КамГЭС;Конкурс;анализ;неокончено;офис АЭР;;
367;АЭР;01.06.17;ЗейскаяГЭС;Конкурс;анализ;неокончено;офис АЭР;;
368;АЭР;02.06.17;Ростелеком;ПИР;Доработка ТРП на АИИС;ок;офис АЭР;;
369;АЭР;02.06.17;УТСК;Техсопровождение;анализ РД ЭО ЭС ПНС-3 реконструкция;ок;офис АЭР;;
370;АЭР;02.06.17; -;Стенд;Наладка ;ок;офис АЭР;;
371;АЭР;04.06.17; -;Стенд;Наладка ;ок;офис АЭР;;
372;АЭР;04.06.17; -;Комплектация;Чип и Дип;ок;командировка;;
373;АЭР;05.06.17; -;Стенд;Наладка ;ок;офис АЭР;;
374;АЭР;05.06.17;Саратовский НПЗ;Конкурс;анализ;ок;офис АЭР;;
375;АЭР;05.06.17;СК Энергосбыт;Договор;анализ;ок;офис АЭР;;
376;АЭР;05.06.17;Ростелеком;МНР;Наладка RX608;неокончено;офис АЭР;;
377;АЭР;05.06.17;Ростелеком;ПИР;Задание на корректировку ТРП;ок;офис АЭР;;
378;АЭР;06.06.17;УТСК;Техсопровождение;Контроль АИИС;ок;офис АЭР;;
379;АЭР;06.06.17;Ростелеком;МНР;Калужская. Подготовка;ок;офис АЭР;;
380;АЭР;06.06.17;Ростелеком;МНР;Калужская;неокончено;командировка;;
381;АЭР;06.06.17;ЛПДС Лопатино;Конкурс;подготовка заявки;отмена;офис АЭР;;
382;ЭА;07.06.17; -;Налоговая; -;ок;командировка;;
383;АЭР;07.06.17;Ростелеком;Комплектация;Получение ТТ;ок;командировка;;
384;АЭР;07.06.17;Ростелеком;МНР;Проверка SIM;ок;офис АЭР;;
385;АЭР;07.06.17; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
386;ЭА;08.06.17; -;Документы; -;ок;командировка;;
387;АЭР;08.06.17;АНХК;ТКП;подготовка;неокончено;офис АЭР;;
388;АЭР;08.06.17;Ростелеком;Техсопровождение;Брянская 3. консультация;неокончено;офис АЭР;;
389;АЭР;08.06.17;ЗейскаяГЭС;Конкурс;анализ;неокончено;офис АЭР;;
390;АЭР;08.06.17;Ростелеком;ПИР;ТРП проверка;ок;офис АЭР;;
391;АЭР;08.06.17;Ростелеком;Стенд;наладка;неокончено;офис АЭР;;
392;АЭР;09.06.17;Ростелеком;Комплектация; -;ок;офис АЭР;;
393;АЭР;09.06.17;Ростелеком;Стенд;наладка;ок;офис АЭР;;
394;АЭР;12.06.17;КамГЭС;Конкурс;подготовка заявки;неокончено;офис АЭР;;
395;АЭР;13.06.17;КамГЭС;Конкурс;подготовка заявки;ок;офис АЭР;;
396;АЭР;13.06.17;Саратовская ГЭС;Конкурс;Анализ;неокончено;офис АЭР;;
397;АЭР;13.06.17;Ростелеком;Стенд;наладка;ок;офис АЭР;;
398;КВБ;13.06.17;Компоненты;ОКР;опытный образец;ок;офис АЭР;;
399;АЭР;14.05.17;Ростелеком;Стенд;наладка;неокончено;офис АЭР;;
400;АЭР;14.06.17; -; -; -;ок;офис АЭР;;
401;АЭР;14.06.17;АНХК;Конкурс;Анализ;неокончено;офис АЭР;;
402;АЭР;14.06.17; -; -; -;ок;офис АЭР;;
403;АЭР;15.06.17;Ростелеком;МНР;подготовка;ок;офис АЭР;;
404;АЭР;15.06.17;Ростелеком;МНР;Исполнительная документация;ок;офис АЭР;;
405;АЭР;15.06.17;СК Энергосбыт;ПИР;Выбор технического решения;неокончено;офис АЭР;;
406;АЭР;15.06.17;АНХК;Конкурс;Анализ;ок;офис АЭР;;
407;АЭР;15.06.17;Ростелеком;МНР;Гончарная;ок;командировка;;
408;АЭР;15.06.17; -;Стенд;наладка;ок;офис АЭР;;
409;АЭР;16.06.17;Ростелеком;Техсопровождение;Брянская 3. консультация;неокончено;командировка;;
410;АЭР;16.06.17;Ростелеком;МНР;Сущевка;неокончено;командировка;;
411;АЭР;16.06.17;Ростелеком;МНР;подготовка;ок;офис АЭР;;
412;КВБ;16.06.17;Компоненты;ОКР;Комплектация;неокончено;офис АЭР;;
413;АЭР;17.06.17; -;Комплектация;мелочевка;ок;командировка;;
414;АЭР;17.06.17;Ростелеком;Техсопровождение;Брянская 3. консультация;неокончено;командировка;;
415;КВБ;18.06.17;Компоненты;ОКР;Комплектация;ок;офис АЭР;;
416;АЭР;19.06.17;Ростелеком;МНР;Сущевка;ок;командировка;;
417;АЭР;19.06.17; -;Коммуникации; -;ок;офис АЭР;;
418;АЭР;19.06.17; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
419;АЭР;19.06.17;Ростелеком;МНР;подготовка;ок;офис АЭР;;
420;АЭР;20.06.17;Ростелеком;МНР;Кулужская;ок;командировка;;
421;АЭР;20.06.17;Ростелеком;ПИР;Согласование ТРП;ок;офис АЭР;;
422;АЭР;20.06.17; -;ОТ и ТБ;Промбезопасность;неокончено;офис АЭР;;
423;АЭР;20.06.17; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
424;АЭР;21.06.17;Ростелеком;Техсопровождение;Брянская 3. консультация;ок;командировка;;
425;АЭР;21.06.17;Ростелеком;Комплектация; -;ок;командировка;;
426;АЭР;21.06.17;Ростелеком;Схемы;Сущевка;ок;офис АЭР;;
